delivery_date,vehicle_registration_number,product_name,product_item_name,quantity,weight
2026-01-15,KCL 309P,Kensalt,200gm x 30,1.0,6.0
2026-01-15,KDD 288Y,Gofrut Mango Juice,1L x 6pcs,1.0,6.0
2026-01-15,KBT 141D,Nuvita Vitamilk,60x5pcs Carton,7.0,9.66
2026-01-15,KAY 414M,Postman Cooking Oil,10 Litre Jerrycan,1.0,10.0
2026-01-15,KAY 414M,Ting Ting Cola Fun,1pkt x 50pcs,1.0,0.42
2026-01-15,KCR 378A,Big Giant Ultra Assorted,1pkt x 50pcs,0.0,0.0
2026-01-15,KCR 398A,Fanta Orange,500ml x 12pcs,3.0,18.0
2026-01-15,KCL 309P,Ajab Home Baking Flour,2kg x 12 Packets,3.0,72.0
2026-01-15,Kbn 692W,Soko Maize Flour,2kg x 12 pkts - Bale,2.0,48.0
2026-01-15,KCR 380A,Mount Kenya Milk,ESL 18pcs x 500ml,15.0,135.0
2026-01-15,KCQ 720Y,Dola Premium Maize Flour,2kg x 12 packets,4.0,96.0
2026-01-15,KCQ 720Y,Nuvita Vitamilk,60x5pcs Carton,1.0,1.38
2026-01-15,KBT 141D,Fanta Orange,500ml x 12pcs,10.0,60.0
2026-01-15,KCR 382A,Coca-Cola,500ml x 12pcs,2.0,12.0
2026-01-15,kcr 384a,Caramella,1pkt x 80pcs,2.0,0.3
2026-01-15,Kbn 692W,Sprite,350ml x 12pcs,1.0,4.2
2026-01-15,KCY 427Y,Gofrut Multifruit Juice,1L x 6pcs,1.0,6.2
2026-01-15,KCY 427Y,Excel Pure Glucose,10g x 288 packets,1.0,3.0
2026-01-15,KCR 398A,Ajab Home Baking Flour,2kg x 12 Packets,1.0,24.0
2026-01-15,kcr 384a,Biryani Rice,Flamingo -25 KG,2.0,50.0
2026-01-15,KCY 427Y,Soko Maize Flour,1kg x 24 Packets,2.0,48.0
2026-01-15,KAY 414M,Wrigley's Orbit Chewing Gum,Peppermint - 1 pkt x 50pcs,2.0,1.7
2026-01-15,KBS 016T,Quencher Life Water,10L x 1 bottle,1.0,10.0
2026-01-15,KBS 016T,210 Wheat Flour,2kg x 12 packets,1.0,24.0
2026-01-15,KBS 419T,Mount Kenya Milk,ESL 18pcs x 500ml,28.0,252.0
2026-01-15,KCR 378A,Indomie Noodles Chicken,70g x 5 in 1 pack,1.0,3.1
2026-01-15,KCE 477L,Quencher Life Water,500ml x 24 bottles,1.0,12.0
2026-01-15,KCQ 720Y,Fahari ya Kenya,15g x 20pcs,2.0,0.6
2026-01-15,KCX 077s,Cadbury Dairy Milk Chocolate,9g x 16pcs,1.0,0.14
2026-01-15,KCY 427Y,Dasani Water,500ml x 12pcs,1.0,6.0
2026-01-15,KBS 419T,Fanta Blackcurrant,2L x 6pcs,4.0,48.0
2026-01-15,KCL 309P,Indomie Noodles Beef,Jumbo 120g x 20 Carton,2.0,4.8
2026-01-15,KCR 383A,Safari Lemonade,300ml x 12 bottles,8.0,36.8
2026-01-15,KBS 871Z,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,3.0,4.26
2026-01-15,KCR 380A,Rhino Kubwa Matchbox,10 x 10 x 1 Outer,7.0,5.6
2026-01-15,KCR 381a,Kensalt,200gm x 30,7.0,42.0
2026-01-15,KBS 016T,Dasani Water,500ml x 12pcs,1.0,6.0
2026-01-15,KDK 404Q,Dawn Pekee Tissue,40 x 1 pc (Wrapped),1.0,3.8
2026-01-15,KCQ 720Y,Dawn Pekee Tissue,40 x 1 pc (Wrapped),1.0,3.8
2026-01-15,KCR 378A,SunVeat Happy Happy Pinneaple Cream Biscuits,60 x 2pcs,1.0,1.2
2026-01-15,KCG 013L,Soko Home Baking Flour,2kg x 12 pkts - Bale,13.0,312.0
2026-01-15,KCR 381a,Dola Premium Maize Flour,2kg x 12 packets,2.0,48.0
2026-01-15,KAY 414M,Dola Gold Maize Flour,2kg x 12 packets,1.0,24.0
2026-01-15,KCY 427Y,Kensalt,2kg x 10pcs,1.0,20.0
2026-01-15,KBT 141D,Royco Mchuzi Mix - Beef Original,5g x 24 sachets (2 strips),1.0,0.5
2026-01-15,KCQ 720Y,Dawn Jumbo Tissue,1 bale x 12pcs,1.0,3.8
2026-01-15,KBS 871Z,Power Play  Energy Drink,400ml x 12pcs,1.0,4.8
2026-01-15,KCN 315G,Sossi Beef Chunks,70g x 12 packets,3.0,2.52
2026-01-15,KCX 077s,SunVeat Big Happy Strawberry Biscuits,24g x 36 packets,1.0,1.1
2026-01-15,KCX 077s,SunVeat Nice Biscuits,30 packets x 10pcs,3.0,3.6
2026-01-15,kcr 384a,Fanta Passion,2L x 6pcs,9.0,108.0
2026-01-15,KBT 141D,MacCoffee  Kenyan Kahawa,25g x 12pcs,3.0,0.9
2026-01-15,KCR 385a,Coca-Cola,2L x 6pcs,9.0,108.0
2026-01-15,KCR 378A,Nuvita Crunchy Ginger,60x3pcs Carton,2.0,2.76
2026-01-15,KCE 477L,Fanta Orange,350ml x 12pcs,3.0,12.6
2026-01-15,KCN 315G,Sumo Premium Candles,12 Packets X 8Pcs,2.0,5.76
2026-01-15,KCY 042Y,Onga Mchuzi Mix Chicken ,7g x 12 sachets	,2.0,0.16
2026-01-15,KCR 378A,Sta-Soft,Spring Fresh 20ml x 24pcs,1.0,0.48
2026-01-15,KCU 273E,Safari Lemonade,300ml x 12 bottles,7.0,32.199999999999996
2026-01-15,KCR 378A,Dasani Water,500ml x 12pcs,3.0,18.0
2026-01-15,KCY 042Y,SunVeat Ginger Nuts Biscuits,60 x 3pcs,1.0,1.2
2026-01-15,KCQ 720Y,Fanta Blackcurrant,500ml x 12pcs,1.0,6.0
2026-01-15,KBS 016T,Nuvita Breaktime Tea Biscuits Coconut,28gm x 48 packets,1.0,1.58
2026-01-15,KBS 016T,Brown Sugar,50kg sack,4.0,200.0
2026-01-15,KBS 419T,210 Wheat Flour,2kg x 12 packets,2.0,48.0
2026-01-15,KCR 381a,SunVeat Ginger Nuts Biscuits,60 x 3pcs,1.0,1.2
2026-01-15,KCR 381a,Tilly Deep Frying Fat,10Kg Carton,1.0,10.0
2026-01-15,KCR 381a,Kensalt,500g x 40pcs,1.0,20.0
2026-01-15,KCL 309P,Action Tablets,1 Packet x 100pcs,1.0,1.0
2026-01-15,KCR 398A,MacCoffee 3in1 White Coffee,15g x 24 sachets (2 dozen),2.0,0.76
2026-01-15,KDH 265A,Fanta Orange,2L x 6pcs,3.0,36.0
2026-01-15,KCR 378A,Ariel Lavender,30gx18pcs(3 strips),2.0,2.0
2026-01-15,KCN 315G,Ajab Home Baking Flour,500g x 24pcs,1.0,12.0
2026-01-15,KBS 419T,Postman Cooking Oil,20 Litre Jerrycan,5.0,100.0
2026-01-15,KCR 381a,SunVeat Happy Happy Vanilla Cream Biscuits,60 x 2pcs,2.0,2.4
2026-01-15,KCR 378A,Kabras Sugar,2kg x 10 Packets,1.0,20.0
2026-01-15,KAY 414M,Unga wa Dola Home Baking Flour,2kg x 12 pkts Bale,1.0,24.0
2026-01-15,KAY 414M,Eveready Heavy Duty Batteries -Red,AAA-10Pairs X 2pcs,1.0,0.15
2026-01-15,KCR 383A,SunVeat Ginger Nuts Biscuits,60 x 3pcs,1.0,1.2
2026-01-15,KCR 385a,SunVeat Happy Happy Pinneaple Cream Biscuits,60 x 2pcs,1.0,1.2
2026-01-15,KCQ 720Y,Ariel Lavender,80g x 12 pcs(2 Strips),1.0,0.96
2026-01-15,Kbn 692W,Softcare  Space Diapers  - Jumbo,Medium - 1 packet x 72 pcs,1.0,2.2
2026-01-15,KCR 382A,Fanta Orange,2L x 6pcs,1.0,12.0
2026-01-15,KDH 265A,Ajab Home Baking Flour,1kg x 24 Packets,2.0,48.0
2026-01-15,KCR 378A,Tam Tam Tomato Paste,50g x 25 sachets,1.0,1.25
2026-01-15,KAY 414M,Soko Home Baking Flour,2kg x 12 pkts - Bale,6.0,144.0
2026-01-15,KDD 288Y,Caramella,1pkt x 80pcs,2.0,0.3
2026-01-15,KCX 077s,Kensalt,500g x 40pcs,1.0,20.0
2026-01-15,KDD 288Y,Narumoro Whole Milk,ESL 21pcs x 200ml,1.0,4.2
2026-01-15,KCN 315G,Brown Plain Paper Bag,1/4kg x 50pcs,5.0,1.25
2026-01-15,KCG 013L,Fresh Cool Gum,Peppermint 4's 1pkt x 25pcs,1.0,0.14
2026-01-15,KCR 385a,Postman Cooking Oil,10 Litre Jerrycan,6.0,60.0
2026-01-15,KDH 265A,Nuvita Vitamilk,60x5pcs Carton,1.0,1.38
2026-01-15,KDH 265A,Dawn Pekee Poa Tissue,40 x 1pc (Wrapped),1.0,2.2
2026-01-15,KCR 383A,Ariel Fresh Floral Clean,70g x 12 pcs(2Strips),0.0,0.0
2026-01-15,KBS 419T,Dola Premium Maize Flour,2kg x 12 packets,1.0,24.0
2026-01-15,KCR 382A,Fahari ya Kenya,100g x 10 pcs,0.0,0.0
2026-01-15,KBS 871Z,Ariel Lavender,200gm X 1 Pc,4.0,0.8
2026-01-15,KDH 265A,Panadol Extra,1 packet x 100 pcs,2.0,1.0
2026-01-15,KDH 265A,Kabras Sugar,1kg x 20 Packets,1.0,20.0
2026-01-15,KCN 315G,Prestige Margarine Original,250g x 2 tubs,6.0,3.0
2026-01-15,KAY 414M,Techpak Clear Plastic Cups,200ml x 25pcs,10.0,0.1
2026-01-15,KCY 042Y,MacCoffee  Kenyan Kahawa,25g x 12pcs,3.0,0.8999999999999999
2026-01-15,KCY 042Y,Afia Mango,1L x 6pcs,0.0,0.0
2026-01-15,KCU 273E,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,1.0,2.4
2026-01-15,KCR 385a,Rhino Kubwa Matchbox,10 x 10 x 1 Outer,10.0,8.0
2026-01-15,KCR 385a,Fanta Passion,2L x 6pcs,1.0,12.0
2026-01-15,KCE 477L,Menengai Cream,800gm x 12 bars,2.0,19.2
2026-01-15,KCR 378A,Softcare  Space Diapers  - Jumbo,Large - 1 packet x 64 pcs,1.0,2.3
2026-01-15,KCU 273E,Coca-Cola,350ml x 12pcs,1.0,4.2
2026-01-15,KCL 309P,Mount Kenya Milk,ESL 18pcs x 500ml,50.0,450.0
2026-01-15,KCR 381a,Caramella,1pkt x 80pcs,1.0,0.15
2026-01-15,KCR 381a,Postman Cooking Oil,10 Litre Jerrycan,1.0,10.0
2026-01-15,KCY 042Y,Nuvita Corn Puffs Barbeque,12.5g x 30 packets,1.0,1.0
2026-01-15,KCN 315G,Predator Gold Energy Drink,400ml x 12pcs,137.0,657.6
2026-01-15,KCN 315G,Softcare  Space Diapers  - Jumbo,XL - 1 packet x 60 pcs,1.0,2.3
2026-01-15,Kbn 692W,Excel Pure Glucose,50G X 12pcs,1.0,1.0
2026-01-15,KBT 141D,Imperial Leather Timeless Classic Bathing Soap,150g x 6pcs,2.0,1.8
2026-01-15,kcr 384a, Whitedent Triple Action T/paste,20g x 12pcs,1.0,0.24
2026-01-15,KCX 077s,Ajab Home Baking Flour,2kg x 12 Packets,5.0,120.0
2026-01-15,KCR 381a,Softcare Baby Wipes,80pcs x 12pkts,1.0,7.8
2026-01-15,KBS 419T,Wrigley's P.K Chewing Gum,Peppermint 1pkt x 50pcs,1.0,0.28
2026-01-15,KCY 042Y,Kiwi Shoe Polish-Black,15ml x 12 pcs,1.0,0.18
2026-01-15,KBS 016T,Fanta Blackcurrant,350ml x 12pcs,4.0,16.8
2026-01-15,KCN 315G,Lotus All Purpose Home Baking Flour,2kg x 12 packets,3.0,72.0
2026-01-15,Kbn 692W,Kensalt,1kg x 20pcs,1.0,20.0
2026-01-15,KBT 141D,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,6.0,8.52
2026-01-15,KDH 265A,Fanta Orange,350ml x 12pcs,12.0,50.4
2026-01-15,KCR 398A,SunVeat Happy Happy Orange Cream Biscuits,60 x 2pcs,1.0,1.2
2026-01-15,KBS 419T,Choco Cream,1pkt x 80pcs,0.0,0.0
2026-01-15,KCR 382A,Kensalt,500g x 40pcs,1.0,20.0
2026-01-15,KAY 414M,Butter Scotch,1pkt x 80pcs,2.0,0.28
2026-01-15,KDD 288Y,Nuvita Crunchy Ginger,60x3pcs Carton,1.0,1.38
2026-01-15,KCY 427Y,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,1.0,1.42
2026-01-15,KCR 382A,Coca-Cola,350ml x 12pcs,4.0,16.8
2026-01-15,KCL 309P,Nuvita Vitamilk,30 packets x 10pcs,1.0,0.93
2026-01-15,KCR 378A,Dola Premium Maize Flour,2kg x 12 packets,1.0,24.0
2026-01-15,KCR 385a,Salit Cooking Oil,20 Litres,2.0,40.0
2026-01-15,KCE 477L,Fanta Blackcurrant,350ml x 12pcs,5.0,21.0
2026-01-15,KCR 378A,Doffi Washing Detergent - Blue,500g x 12 packets,1.0,6.0
2026-01-15,KCR 378A,Sossi Classic Chunks,35g x 12 packets,1.0,0.42
2026-01-15,KBS 871Z,Brown Sugar,50kg sack,2.0,100.0
2026-01-15,KCX 077s,Toilex Tissue,40 x 1 pc (Wrapped),1.0,3.8
2026-01-15,KBS 016T,Nuvita Vitamilk,60x5pcs Carton,3.0,4.14
2026-01-15,KDK 404Q,Ndume BarSoap,1kg x 10 bars,0.0,0.0
2026-01-15,Kbn 692W,Wrigley's P.K Chewing Gum,Peppermint 1pkt x 50pcs,1.0,0.28
2026-01-15,KBT 141D,Kisskids Diapers Dark Blue High Count,Large 1pkt x 40pcs,0.0,0.0
2026-01-15,KCR 380A,Doffi Washing Detergent - Blue,500g x 12 packets,1.0,6.0
2026-01-15,KCX 077s,Soko Home Baking Flour,2kg x 12 pkts - Bale,1.0,24.0
2026-01-15,KCN 315G,Rhino Matchbox,10 x 10 x 1 Outer,1.0,0.8
2026-01-15,KCL 309P,Gofrut Multifruit Juice,500ml x 12pcs,1.0,6.2
2026-01-15,kcr 384a,Ajab Home Baking Flour,1kg x 24 Packets,2.0,48.0
2026-01-15,KAY 414M,Nuvita Vitamilk,30 packets x 10pcs,2.0,1.86
2026-01-15,KCR 398A,Soko Home Baking Flour,2kg x 12 pkts - Bale,1.0,24.0
2026-01-15,KDD 288Y,210 Wheat Flour,1kg x 24 packets,2.0,48.0
2026-01-15,Kbn 692W,Nuvita Crunchy Lemon,60x3pcs Carton,1.0,1.38
2026-01-15,KCR 381a,Sta-Soft,Ocean Fresh 20ml x 24pcs,1.0,0.48
2026-01-15,KCR 378A,Kotex Ultra Thin Sanitary Pads Night,7 x 4 packets	,0.0,0.0
2026-01-15,KCR 385a,Rosy Serviettes bales,1 x 18 packets,0.0,0.0
2026-01-15,KCR 385a,Colgate Charcoal,35g x 12pcs,1.0,0.42
2026-01-15,KCR 385a,Dawn Pekee Tissue,40 x 1 pc (Wrapped),1.0,3.8
2026-01-15,KCR 398A,Mount Kenya Milk,ESL 21pcs x 200ml,18.0,75.6
2026-01-15,KDK 404Q,Fanta Blackcurrant,350ml x 12pcs,10.0,42.0
2026-01-15,KCN 315G,Fanta Blackcurrant,500ml x 12pcs,1.0,6.0
2026-01-15,KBS 016T,Coca-Cola,500ml x 12pcs,1.0,6.0
2026-01-15,KCG 013L,Chapa Mandashi Baking Powder,100g x 12pcs,2.0,2.4
2026-01-15,KCR 380A,Nuvita Vitamilk,60x5pcs Carton,6.0,8.28
2026-01-15,KCR 378A,Jellypop Ready to Eat Jelly,Strawberry 30g x 24 cups,1.0,0.9
2026-01-15,KCL 309P,Narumoro Whole Milk,ESL 21pcs x 200ml,1.0,4.2
2026-01-15,KBS 419T,Toilex Poa White Tissue,10pack x 4pcs (Wrapped),1.0,3.8
2026-01-15,KAY 414M,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,2.0,2.84
2026-01-15,KCN 315G,Coca-Cola,1L x 12pcs,17.0,207.4
2026-01-15,KDK 404Q,Minute Maid Tropical Juice,400ml x 12pcs,1.0,4.8
2026-01-15,KBT 141D,Big Bang Lollipop, XL Assorted 1 X 50 Pcs,2.0,1.0
2026-01-15,kcr 384a,Brown Plain Paper Bag,1/2kg x 50pcs,1.0,0.3
2026-01-15,KCQ 720Y,Coca-Cola,1L x 12pcs,8.0,97.6
2026-01-15,KDH 265A,Ajab Home Baking Flour,500g x 24pcs,1.0,12.0
2026-01-15,KCR 380A,Postman Cooking Oil,10 Litre Jerrycan,1.0,10.0
2026-01-15,KBS 871Z,Onga Mchuzi Mix Chicken ,7g x 12 sachets	,1.0,0.08
2026-01-15,KDK 404Q,Softcare Diapers Gold - High Count,XL - 1 packet x 36 pcs,1.0,1.42
2026-01-15,KCN 315G,Royco Mchuzi Mix - Beef Original,5g x 24 sachets (2 strips),3.0,1.5
2026-01-15,KCR 380A,Softcare Diapers Gold - High Count,XL - 1 packet x 36 pcs,1.0,1.42
2026-01-15,KCR 380A,Doffi Washing Detergent - Pink,10kg x 1 pc,1.0,10.0
2026-01-15,KDH 265A,Ajab Home Baking Flour,2kg x 12 Packets,6.0,144.0
2026-01-15,KCG 013L,Mount Kenya Milk,ESL 21pcs x 200ml,11.0,46.2
2026-01-15,KCX 077s,Tajiri Pop Lollipops,Tongue Painter - 1 jar x 25 Pieces,0.0,0.0
2026-01-15,kcr 384a,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,2.0,4.8
2026-01-15,KCY 427Y,Postman Cooking Oil,20 Litre Jerrycan,28.0,560.0
2026-01-15,KBS 419T,Menengai Cream,1kg x 10 bars,1.0,10.0
2026-01-15,KCU 273E,ENO Lemon,1 packet x 24 pcs,0.0,0.0
2026-01-15,KDH 265A,Jellypop Ready to Eat Jelly,Blackcurrant 30g x 24cups,1.0,0.9
2026-01-15,kcr 384a,Minute Maid Orange Pulpy,400ml x 12pcs,4.0,19.2
2026-01-15,KBS 016T,Safari Lemonade,300ml x 12 bottles,2.0,9.2
2026-01-15,KBS 871Z,Brown Plain Paper Bag,1/2kg x 50pcs,4.0,1.2
2026-01-15,KCR 378A,Softcare Diapers Gold - High Count,XL - 1 packet x 36 pcs,1.0,1.42
2026-01-15,KCR 380A,Sossi Classic Chunks,70g x 12 packets,1.0,0.84
2026-01-15,KBS 871Z,Panadol Extra,1 packet x 100 pcs,1.0,0.5
2026-01-15,KDH 265A,Big Giant Ultra Tongue Painter Blue,1pkts x 50pcs,0.0,0.0
2026-01-15,KAY 414M,Minute Maid Orange Pulpy,400ml x 12pcs,1.0,4.8
2026-01-15,kcr 384a,Nuvita Fruity Banana Biscuits,72 packets x 4pcs,2.0,1.78
2026-01-15,KCX 077s,Quencher Life Water,500ml x 24 bottles,1.0,12.0
2026-01-15,KCQ 720Y,Mount Kenya Milk,ESL 18pcs x 500ml,37.0,333.0
2026-01-15,KCY 427Y,Fanta Blackcurrant,350ml x 12pcs,3.0,12.6
2026-01-15,KCY 042Y,Fresh Cool Gum,Fruit XL 1pkt x 50pcs,2.0,2.0
2026-01-15,KCR 382A,Quencher Life Water,1L x 12 bottles,7.0,85.4
2026-01-15,KCE 477L,Quencher Life Water,1L x 12 bottles,3.0,36.6
2026-01-15,KCR 380A,Tilly Deep Frying Fat,10Kg Carton,1.0,10.0
2026-01-15,KCY 042Y,Fresh Cool Gum,Peppermint XL 1pkt x 50pcs,2.0,0.28
2026-01-15,KCN 315G,Indomie Noodles Chicken,Jumbo 120g x 20 Carton,4.0,9.6
2026-01-15,KBS 871Z,Kensalt,200gm x 30,1.0,6.0
2026-01-15,KBS 871Z,Ajab Home Baking Flour,500g x 24pcs,1.0,12.0
2026-01-15,KCR 383A,Rhino Kubwa Matchbox,10 x 10 x 1 Outer,1.0,0.8
2026-01-15,KCR 382A,Soko Maize Flour,1kg x 24 Packets,2.0,48.0
2026-01-15,KAY 414M,Coca-Cola,500ml x 12pcs,3.0,18.0
2026-01-15,KBS 871Z,Fanta Orange,350ml x 12pcs,3.0,12.6
2026-01-15,Kbn 692W,Coca-Cola,1L x 12pcs,1.0,12.2
2026-01-15,Kbn 692W,Brown Sugar,50kg sack,2.0,100.0
2026-01-15,KBT 141D,Coca-Cola,500ml x 12pcs,12.0,72.0
2026-01-15,kcr 384a,Narumoro Whole Milk,Esl 500ml x 12pcs,0.0,0.0
2026-01-15,KCX 077s,Minute Maid Tropical Juice,400ml x 12pcs,2.0,9.6
2026-01-15,KCQ 720Y,Dawn Pekee Poa Tissue,10Pack x 4pcs,1.0,2.2
2026-01-15,KCR 380A,Ting Ting Passion,1pkt x 50pcs,1.0,0.42
2026-01-15,KCG 013L,Nuvita Vitamilk,60x5pcs Carton,1.0,1.38
2026-01-15,KCR 383A,SunVeat Happy Happy Vanilla Cream Biscuits,60 x 2pcs,1.0,1.2
2026-01-15,KCL 309P,Predator Gold Energy Drink,400ml x 12pcs,68.0,326.4
2026-01-15,KCR 382A,Unga wa Dola Home Baking Flour,2kg x 12 pkts Bale,2.0,48.0
2026-01-15,KBS 016T,Fahari ya Kenya,50g x 10 pcs,2.0,1.0
2026-01-15,KCR 380A,Ajab Home Baking Flour,500g x 24pcs,1.0,12.0
2026-01-15,KCR 383A,Indomie Noodles Beef,Jumbo 120g x 20 Carton,1.0,2.4
2026-01-15,KBS 419T,Fahari ya Kenya,50g x 10 pcs,9.0,4.5
2026-01-15,KCR 382A,Softcare Diapers Gold - High Count,Large - 1 packet x 40pcs,2.0,2.84
2026-01-15,KCG 013L,WOW Sugared,8g x 10 packets x 6 strips,1.0,1.0
2026-01-15,KCL 309P,Ariel Lavender,80g x 12 pcs(2 Strips),1.0,0.96
2026-01-15,KBS 419T,Raha Cocoa Powder,8g x 24 sachets,1.0,0.19
2026-01-15,KCY 042Y,Ajab Home Baking Flour,2kg x 12 Packets,4.0,96.0
2026-01-15,KBT 141D,210 Maize Flour,2kg x 12 packets,2.0,48.0
2026-01-15,KCN 315G,Biryani Rice,Flamingo -25 KG,2.0,50.0
2026-01-15,KBT 141D,Doffi Washing Detergent - Pink,10kg x 1 pc,1.0,10.0
2026-01-15,KCY 427Y,Mount Kenya Milk,ESL 18pcs x 500ml,15.0,135.0
2026-01-15,KCN 315G,Minute Maid Tropical Juice,400ml x 12pcs,2.0,9.6
2026-01-15,KDK 404Q,Sta-Soft,Ocean Fresh 20ml x 24pcs,1.0,0.48
2026-01-15,KDD 288Y,Jellypop Ready to Eat Jelly,Strawberry 30g x 24 cups,1.0,0.9
2026-01-15,KCQ 720Y,Softcare Diapers Gold - High Count,Medium - 1 packet x 42 pcs,2.0,2.84
2026-01-15,KCQ 720Y,Safari Lemonade,300ml x 12 bottles,28.0,128.8
2026-01-15,KBT 141D,Quencher Warner Brothers Juice,Assorted - 250ml x 12 packets,2.0,6.4
2026-01-15,KCL 309P,Panadol Extra,1 packet x 100 pcs,2.0,1.0
2026-01-15,KBS 871Z,Nuvita Fruity Banana Biscuits,72 packets x 4pcs,2.0,1.78
2026-01-15,KCR 385a,Butter Scotch,1pkt x 80pcs,1.0,0.14
2026-01-15,KCR 385a,Minute Maid Tropical Juice,1L x 12pcs,0.0,0.0
2026-01-15,KCY 042Y,Fahari ya Kenya,50g x 10 pcs,1.0,0.5
2026-01-15,KCY 042Y,Coca-Cola,500ml x 12pcs,6.0,36.0
2026-01-15,KCY 427Y,Nuvita Vitamilk,60x5pcs Carton,6.0,8.28
2026-01-15,KCQ 720Y,Doffi Washing Detergent - Blue,500g x 12 packets,1.0,6.0
2026-01-15,KCQ 720Y,Master Chef Maize Flour,2kg x 12 packets,1.0,24.0
2026-01-15,KBT 141D,Nuvita Vitamilk,30 packets x 10pcs,2.0,1.86
2026-01-15,KCN 315G,Biryani Rice,Volgae Indian Biriyani - Long Grain Rice 25kg,0.0,0.0
2026-01-15,KCR 382A,Biryani Rice,Flamingo -25 KG,2.0,50.0
2026-01-15,KCR 398A,Chapa Mandashi Baking Powder,100g x 12pcs,1.0,1.2
2026-01-15,KDD 288Y,Panadol Advance,1 packet x 100 pcs,1.0,0.5
2026-01-15,KCY 427Y,Nuvita Wafers Assorted Flavours,9g x 6 x 12,2.0,1.3
2026-01-15,KCR 381a,Chapa Mandashi Baking Powder,100g x 12pcs,4.0,4.8
2026-01-15,KCL 309P,Milk Munch,1pkt x 80pcs,0.0,0.0
2026-01-15,KCL 309P,Brown Plain Paper Bag,1kg x 50pcs,1.0,0.4
2026-01-15,KCR 383A,Fanta Blackcurrant,2L x 6pcs,7.0,84.0
2026-01-15,KCR 383A,Fanta Blackcurrant,500ml x 12pcs,4.0,24.0
2026-01-15,KBS 871Z,Colgate Charcoal,35g x 12pcs,1.0,0.42
2026-01-15,KCR 378A,Classic  Lavender Detergent Powder,200gm X 1 Pc,2.0,0.4
2026-01-15,KCQ 720Y,Imperial Leather Timeless Classic Bathing Soap,150g x 6pcs,1.0,0.9
2026-01-15,KCR 378A,Nuvita Vitamilk,60x5pcs Carton,4.0,5.52
2026-01-15,KBS 871Z,Kiwi Shoe Polish-Black,15ml x 12 pcs,1.0,0.18
2026-01-15,KCR 383A,Sossi Beef Chunks,35g x 12 packets,1.0,0.42
2026-01-15,kcr 384a,Royco Mchuzi Mix - Chicken Original,7g x 24 sachets (2 strips),1.0,0.2
2026-01-15,KCG 013L,Soko Maize Flour,2kg x 12 pkts - Bale,6.0,144.0
2026-01-15,KCE 477L,Minute Maid Mango Juice,400ml x 12pcs,1.0,4.8
2026-01-15,KCE 477L,Nala Instant Noodles - Chicken Flavour,120g x 20 packets,1.0,2.6
2026-01-15,KCR 385a,Fresh Cool Gum,Menthol 4's 1pkt x 25pcs,1.0,0.14
2026-01-15,KBS 871Z,Doffi Washing Detergent - Blue,10kg x 1 pc,1.0,10.0
2026-01-15,KBS 871Z,Champion Fine Pen,Black - 1 packet x 25 pens,1.0,0.16
2026-01-15,KDH 265A,Kensalt,1kg x 20pcs,1.0,20.0
2026-01-15,KCR 381a,SunVeat Happy Happy Orange Cream Biscuits,60 x 2pcs,1.0,1.2
2026-01-15,KDK 404Q,Predator Gold Energy Drink,400ml x 12pcs,164.0,787.2
2026-01-15,kcr 384a,Nuvita Fruity Orange Biscuits,72 packets x 4pcs,2.0,1.78
2026-01-15,kcr 384a,Softcare Diapers Gold - High Count,XL - 1 packet x 36 pcs,1.0,1.42
2026-01-15,KCN 315G,Dola Premium Maize Flour,2kg x 12 packets,4.0,96.0
2026-01-15,KBS 016T,Mount Kenya Milk,ESL 21pcs x 200ml,2.0,8.4
2026-01-15,KCR 378A,Soko Maize Flour,2kg x 12 pkts - Bale,9.0,216.0
2026-01-15,KCE 477L,SunVeat Happy Happy Strawberry Cream Biscuits,60 x 2pcs,1.0,1.2
2026-01-15,KBS 419T,Sprite,2L x 6pcs,8.0,96.0
2026-01-15,KCR 381a,Ajab Home Baking Flour,2kg x 12 Packets,22.0,528.0
2026-01-15,KCR 398A,Safari Lemonade,300ml x 12 bottles,19.0,87.4
2026-01-15,KCR 383A,SunVeat Happy Happy Strawberry Cream Biscuits,60 x 2pcs,1.0,1.2
2026-01-15,KBS 871Z,Narumoro Whole Milk,ESL 21pcs x 200ml,2.0,8.4
2026-01-15,KCR 380A,Dawn Jumbo Tissue,1 bale x 12pcs,2.0,7.6
2026-01-15,KCU 273E,Lotus All Purpose Home Baking Flour,2kg x 12 packets,3.0,72.0
2026-01-15,KCY 042Y,Indomie Noodles Beef,Jumbo 120g x 20 Carton,3.0,7.2
2026-01-15,KCY 042Y,Tajiri Pop Lollipops,Tongue Painter - 1 jar x 25 Pieces,0.0,0.0
2026-01-15,KCR 383A,Kiwi Shoe Polish-Black,15ml x 12 pcs,2.0,0.36
2026-01-15,KBS 871Z,Fresh Cool Gum,Menthol 4's 1pkt x 25pcs,1.0,0.14
2026-01-15,KCY 042Y,Fanta Passion,2L x 6pcs,9.0,108.0
2026-01-15,KBS 016T,Salit Cooking Oil,20 Litres,3.0,60.0
