route_id,route_name,depot_id
6ecf4c1d-5230-443d-8fe4-17c8f131d851,Nairobi Fresh Depot,6f1740ea-39cd-4313-ac5d-a34bbc031924
6c7a24a9-925c-468d-b106-19ecbe23e04c,Tala Town Route,ebed2404-4068-4d15-849e-75e578bc4e55
78974f19-228e-4964-bf38-dfcb1b197b15,Kongowea Route,ef9742f1-3e0a-4f2e-9ef8-b37e294a3a8c
58bf83f4-eae1-487c-a8c1-10da49850470,Isiolo Route Fresh,73b09398-3137-448a-935d-998901820c41
164e81b0-31a7-44fc-a11b-b81b07ae77ef,Nyeri Route Fresh,73b09398-3137-448a-935d-998901820c41
1b3c38a3-62de-4252-b0c0-29a820b62c73,Nanyuki Route Fresh,73b09398-3137-448a-935d-998901820c41
f1ad93ad-9296-42d1-8f3d-f8e01cec82c3,Nyahururu Route Fresh,73b09398-3137-448a-935d-998901820c41
ff3584d4-e99c-4d4c-97e5-b463544ba970,Mbooni,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
bae681b0-aeb9-47bc-8b16-f9823fe8889c,Farmgate,287570cb-a2d0-4bb8-bede-11ad462bc65a
6f669da0-60cd-48fc-8cb7-314a6f6e45f7,Taveta Town,287570cb-a2d0-4bb8-bede-11ad462bc65a
9a2ebe1d-5889-4dad-96d8-8bd8da7f5bed,Voi Town  Route ,287570cb-a2d0-4bb8-bede-11ad462bc65a
659259c1-288f-4634-95d6-2a78e6b64372,Daystar 2 ,db01133e-0d9c-4898-8812-320f02883291
1038f782-115f-4390-99c3-bf9bac884223,Kampala route,964e854f-07df-4cdb-b87c-2d16391f724c
f3c60eba-a564-4675-950b-ae585ef55bc3,Nakawa Route,964e854f-07df-4cdb-b87c-2d16391f724c
66a6bbae-8df7-4303-aa83-34bdf57b62ae,Kireka Route,964e854f-07df-4cdb-b87c-2d16391f724c
34582fa1-ca60-4135-8000-5109f5bcf8a2,Ggaba Rd,964e854f-07df-4cdb-b87c-2d16391f724c
0528c255-bc69-4314-a887-349646421244,Burnt Forest,bdc9719c-5f6b-42e6-b89b-a37e15635b35
5d0febbd-a9e3-4857-bd77-6706e6f44362,Nairobi West/Madaraka,67f10a70-7093-47d7-9a5d-17f0f331e584
6c2a29a7-5f77-4d25-a5df-72ecb2333849,South C,67f10a70-7093-47d7-9a5d-17f0f331e584
14a85c48-0d36-4d81-bd65-8b93e24b6a11,Upper South C,67f10a70-7093-47d7-9a5d-17f0f331e584
f70c8ef2-5b0a-4aed-82ab-c233eefde338,Kabete,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
7d324dbc-be7d-43d2-a676-e5b583e108f1,Kangemi,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
37b26b39-09b2-4b25-aec8-50e073b2c3ff,Kinoo,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
2403d825-af78-4736-8347-56507421a003,Parklands,67f10a70-7093-47d7-9a5d-17f0f331e584
e82413f7-9823-4f5d-83c8-0ff13c03b4f2,Westlands,67f10a70-7093-47d7-9a5d-17f0f331e584
844e7c02-569f-4572-bb58-e4a0c8bfd6ad,Wangige,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
2676099c-2999-4d7f-bad7-c8b601c5693f,Uthiru,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
73f7d036-795f-4790-bd11-60b0c4554985,Thiong'o road route,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
184e6594-2289-40cc-8ee5-8a82f2b65bce,Kitchen Route,3259d09a-a825-4e53-ab3f-657d1c415eb0
6a34fe8e-ab10-43a2-a3cb-5c743df03c73,Entebbe  Road,964e854f-07df-4cdb-b87c-2d16391f724c
1bcaf053-f568-491d-9902-5e7c649a3987,Kaloleni,f8b13926-9745-4158-a3ab-492e31a3f23a
3e293bd9-cd84-4f30-a9be-d59d3b19ea7c,Highrise/Ngumo,2da4f36b-0634-4616-8649-c74f1b7f9ae6
f848c5d2-ebf5-4c40-9383-4bbf7c9f8b02,Karen/Bulbul,2da4f36b-0634-4616-8649-c74f1b7f9ae6
3472b97d-77b6-4859-804f-5d18e7becbc0,Langata,2da4f36b-0634-4616-8649-c74f1b7f9ae6
5bdbbcb7-88d5-4e33-968c-93f4bcbc10e8,Makina,2da4f36b-0634-4616-8649-c74f1b7f9ae6
eb02da92-1ee8-4e84-86fe-a9f4b42b21fb,Otiende,2da4f36b-0634-4616-8649-c74f1b7f9ae6
f3ac8d1b-900c-43ec-a075-32b1e9a57388,Ntinda,964e854f-07df-4cdb-b87c-2d16391f724c
7d4a156b-c669-4c56-b933-49676d3f6b7a,Taveta Staff Route,287570cb-a2d0-4bb8-bede-11ad462bc65a
0d030802-8ee8-4ec6-b07a-eef0e32e7abc,Igoji Staff Route,6e97782e-7619-492b-be1d-648ad708361c
4a0d3b34-6c22-4071-98ae-510b583d0707,Embu Staff Route,fd74587d-932d-40db-a5ee-20a5d1a620c1
866f47f5-7701-4afb-9c5d-43b6af234ffe,Kagio Staff Route,fd74587d-932d-40db-a5ee-20a5d1a620c1
6493ca52-5269-4088-894d-8f056edbd7a2,Mitunguu Staff Route,6e97782e-7619-492b-be1d-648ad708361c
0b9c59dd-d644-4c0f-9dee-cc4fe06739a3,Mujwa Staff Route,6e97782e-7619-492b-be1d-648ad708361c
ce4817a2-cf00-40c6-96d2-e4b0e2bf639d,Kutus Staff Route,fd74587d-932d-40db-a5ee-20a5d1a620c1
0b787305-2e5a-4aa4-8ccf-fa7f65b2bb1f,Direct Sales Rongai,2da4f36b-0634-4616-8649-c74f1b7f9ae6
a0aa190d-c886-481b-b73b-59ccb5d36d34,Direct Sales Nairobi Central,67f10a70-7093-47d7-9a5d-17f0f331e584
111daf57-cc2c-4c25-a6be-7f0b9c7ba412,Direct Sales West Nairobi,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
d0896d38-52e7-4c1b-8a6a-d711f0a010a6,Direct Sales Thika,21ee323a-6149-4310-908e-74a72cd6cb09
0de9946e-3f5b-4d78-9b76-1ddb1888b704,Direct Sales Kahawa,5b2d745a-c125-432c-93ca-fb629957e2d4
b2de9c16-2626-4a68-903e-f8ce3b8d4590,Direct Sales Eastlands,f80fee38-9a1a-4191-90f5-153687255446
3c6ea95e-5378-4eaf-a1dd-b97faafa642d,Direct Sales Kiambu,790ee6ba-e7d5-4743-ac10-e88636792a60
7879f2c0-dcf8-4f3c-9081-da040463c688,Direct Sales Embakasi,ebed2404-4068-4d15-849e-75e578bc4e55
8da9b2a4-30aa-4717-a708-f8416d780e44,Direct Sales Syokimau,db01133e-0d9c-4898-8812-320f02883291
a0e41d8b-298f-44ab-ac2c-aedc859c0330,Direct Sales Eldoret,bdc9719c-5f6b-42e6-b89b-a37e15635b35
284f2992-6a99-4788-9723-a6f68ac68f84,Direct Sales Warehouse,3259d09a-a825-4e53-ab3f-657d1c415eb0
ecb340ac-e71f-4730-a73d-f21777349e34,Packhouse grade2 free sample,3259d09a-a825-4e53-ab3f-657d1c415eb0
83782ddf-0a8c-4852-b758-79d669f80ebf,Kampala Staff Route,964e854f-07df-4cdb-b87c-2d16391f724c
4b817b06-dd65-48d1-8b77-1e0320895c31,Kisii Fresh Route,73b09398-3137-448a-935d-998901820c41
7aea156a-f9b8-4e13-92f4-483c356d5893,Tech-Route-Nairobi,5b533901-0623-4f78-bace-9f677c1f459b
bc68a36e-5aa4-40ea-bf48-734c6f830c97,CBD Grade Two,67f10a70-7093-47d7-9a5d-17f0f331e584
9cc76e71-0c59-406b-a10b-208609b2bbab,Karagita,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
594f7579-5cae-40e9-967e-73867d5ad334,Nyamasari - Ahero Route.,cfb8d4a0-1784-4c86-a234-f6326643faec
3ac016a9-2d59-4173-9074-9b83101cebf4,Tiengre - Luanda Route,cfb8d4a0-1784-4c86-a234-f6326643faec
14fb3f97-caa7-45ff-a17d-5e1f81baeed0,  Mamboleo - Gambogi Route,cfb8d4a0-1784-4c86-a234-f6326643faec
c0c5fe52-cad7-409c-822d-b29a859c8a2f,Ewuaso,2da4f36b-0634-4616-8649-c74f1b7f9ae6
afb7b9e5-a928-48f9-9f8a-bb689b671c39,Kondele,cfb8d4a0-1784-4c86-a234-f6326643faec
2291662d-f797-4f90-8abd-60f7093fe0d8,Gilgil,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
85127729-ee1e-420e-9469-28dfeb2942ac,Mlolongo 2,db01133e-0d9c-4898-8812-320f02883291
54f62516-2e94-49b2-a2c4-fd40c844f86c,Tatu City Route,3259d09a-a825-4e53-ab3f-657d1c415eb0
d83db12a-ab2e-4e10-b2c7-99e8dd7b93b2,Tech Test,31e20bce-0e08-4782-aa19-ca55e4cb548e
06fb5d15-e1b2-4e27-be29-b439e2235e9f,Kakamega- Lubao,cfb8d4a0-1784-4c86-a234-f6326643faec
ec795976-6875-4815-bf84-5783d4670132,Shinyalu - Sigalagala- Khayenga -Chavakali,cfb8d4a0-1784-4c86-a234-f6326643faec
94ce452e-fec5-4fab-ae58-efbd0fd3b9e2,Maranda - Usenge,cfb8d4a0-1784-4c86-a234-f6326643faec
2fb98e42-97da-4707-b9cc-a84ce53c39f9,Ajigo - Bndo,cfb8d4a0-1784-4c86-a234-f6326643faec
e3c3490f-0611-4974-8e88-56929196a3d7,Ogal - Beach - Akala - Ndori,cfb8d4a0-1784-4c86-a234-f6326643faec
77a34598-322b-4e8a-9669-850372ea9b8b,Kapsasur - Kapsabet  Town,cfb8d4a0-1784-4c86-a234-f6326643faec
962e7d19-c226-4724-b905-a1c7788e1ce4,Nandi Hills - Kamimei,cfb8d4a0-1784-4c86-a234-f6326643faec
bd9fc937-461c-4b4e-a3d7-8181b1181a5d,Hamisi - Serem,cfb8d4a0-1784-4c86-a234-f6326643faec
cb7bae2a-275c-42f7-a7ed-4965d4a840b5,Danger - Mudete,cfb8d4a0-1784-4c86-a234-f6326643faec
